Date,Close,K,D,J,MACD,Signal,BuySignal,SellSignal
2020-10-29 00:00:00-04:00,196.29074096679688,,,,0.0,0,False,False
2020-10-30 00:00:00-04:00,194.1334228515625,,,,-0.17209375278221728,0,False,False
2020-11-02 00:00:00-05:00,193.99913024902344,,,,-0.31567665840918835,0,False,False
2020-11-03 00:00:00-05:00,197.93028259277344,,,,-0.11097673473051373,0,False,False
2020-11-04 00:00:00-05:00,207.48020935058594,,,,0.8124829096264534,0,False,False
2020-11-05 00:00:00-05:00,214.0961151123047,,,,2.0544966756885117,0,False,False
2020-11-06 00:00:00-05:00,214.50840759277344,,,,3.0370607452539105,0,False,False
2020-11-09 00:00:00-05:00,209.39788818359375,,,,3.3645887586226593,0,False,False
2020-11-10 00:00:00-05:00,202.3217010498047,39.964651089974964,39.964651089974964,39.964651089974964,3.0183739691520657,0,False,False
2020-11-11 00:00:00-05:00,207.63365173339844,51.62795002505999,46.96263045102598,60.958589173128004,3.136470995247805,0,True,False
2020-11-12 00:00:00-05:00,206.5693359375,53.08989409844296,49.86501849453928,59.539645306250335,3.1083512115161227,0,True,False
2020-11-13 00:00:00-05:00,207.5952911376953,53.285204017172354,51.28571094240225,57.28419016671256,3.1327398161691065,0,True,False
2020-11-16 00:00:00-05:00,208.28565979003906,48.49823362467752,50.21563671142736,45.063427451177844,3.171219101868587,0,False,False
2020-11-17 00:00:00-05:00,205.6297149658203,40.189792325653094,46.55205748474594,27.465262007467416,2.9533571989675806,0,False,False
2020-11-18 00:00:00-05:00,202.9187469482422,29.640772349595306,40.56452622514186,7.793264598502191,2.532751624648995,0,False,False
2020-11-19 00:00:00-05:00,204.2069091796875,25.497678123729766,35.338325305587816,5.8163837600136645,2.277113456683935,0,False,False
2020-11-20 00:00:00-05:00,202.25540161132812,21.221046159113843,30.506888840092238,2.6493607971570583,1.895201314429812,0,False,False
2020-11-23 00:00:00-05:00,201.9862060546875,20.396378771160695,27.07724352019944,7.034649273083204,1.5529103743627672,0,False,False
2020-11-24 00:00:00-05:00,205.5912628173828,32.04053882296634,28.751025919488317,38.61956462992239,1.554619603250444,0,True,False
